Artist;Genre
Genka, DEW8, Grinks;Eesti-S
Debonair Samir;Beats
"Texas, Wu-Tang Clan, Robert F. \Prince Rakeem\"" Diggs""";Hip-Hop
Underworld;Drum&Bass
Nitti;EDM
Sugar Ray;90/00s
Homeboy Sandman, Kurious, Breeze Brewin, Aesop Rock;Hip-Hop
LEN;90/00s
Tullio De Piscopo;Retro
Moreno Pezzolato;Tech-House
Twista, Anthony Hamilton;RnB
Sugar daddy;Prechill
Michelle Gayle;90/00s
Teemanay & Akon;BPM Supreme
Walk off the Earth;Pop
Bone Thugs-N-Harmony;Hip-Hop
Arthur Russell;Retro
Michael Jackson, Paul McCartney;Retro
Nancy Sinatra;Retro
Wolfram, Haddaway;90/00s
Joachim Witt;Retro
DJ Snake, Lil Jon;EDM
Mordisco;Progressive
DRILL GATES;Jersey Club
Dire Straits;Retro
Felix Da Housecat;Electronic
Miley Cyrus;Pop
Dorian Concept;
Azealia Banks, Lazy Jay;Mainstream Dance
Adam Ten, Rhye;Prechill
Rhye;Ambient
Missy Elliott;Mainstream Dance
Erol Alkan;Deeper
PEACE MAKER!, MAYCHILD;Tech-House
Uffie, Pharrell Williams;Mainstream Dance
S.N.O.X;Beats
Lone;House
Cam'ron, A-Trak;Hip-Hop
The Manor;EDM
Stromae;EDM
Karri Koira, Ruudolf;Hip-Hop
Tour-Maubourg;Folamour
Jay B McCauley, The Trueheart Choir;Africano
Hamid El Shaeri;Brazil
Kettama;House
PNAU;Prechill
Roberta Flack, Donny Hathaway;Funk
G.L.A.M., Black Caviar;RnB
Jamie xx, Honey Dijon;Folamour
Polo & Pan;Prechill
DJ S.K.T;Tech-House
Third Attempt;Prechill
Demuir;Folamour
Big Boss Vette ft Coi Leray;BPM Supreme
Big Boss Vette vs Nicky Minaj;BPM Supreme
Folamour, Emmanuel Jal;Folamour
Ghostface Killah, Trife;Hip-Hop
Tibasko;House
Alexx A-Game;Neo-Soul
Rowpieces;Drum&Bass
Thes One;Beats
Romanthony;Deeper
Tim Berg;EDM
JAY Z, Amil, Ja Rule;Hip-Hop
T-Coy;Deeper
COFFEE;Disco
Chris Trucher, Felix Da Housecat;Folamour
Up, Bustle & Out;Prechill
Dillinger;Reggae
Mr. President;Soulful House
Mousse T.;Nu-Disco
K7;90/00s
Dizzee Rascal, Calvin Harris, Chrome;Mainstream Dance
Earth People;House
GUZ, Tough Love;Tech-House
Sam Ruffillo;Folamour
Black Star;Hip-Hop
Kendrick Lamar, Blxst, Amanda Reifer;RnB
Thugfucker;Deeper
Pitbull, Mayer Hawthorne;RnB
Razor N Guido;House
Shinichiro Yokota;Deeper
Tuxedo;Pop
Alan Dixon;Folamour
Black Harmony;Disco
Bad Barbie, Evil Smarty;Prechill
marp$, kohver, Sip€lga 14;Eesti-S
Manuel Darquart;Folamour
Jolomi;Africano
Adam Port;Deeper
Skepta, Wizkid;Africano
Poolside, Fatnotronic;Prechill
Evinha;Prechill
Prok & Fitch, VIOT;Folamour
Eduardo Muchacho;House
Silk Rhodes;Prechill
Beaux & Bubba;Beats
David Guetta;Tech-House
RYBO, Lubelski;Afro House
Dry, Bolinger;Nu-Disco
Omar, Stevie Wonder;Deeper
James Hype, Miggy Dela Rosa;Tech-House
Dance System;Deeper
Pretty Lights;Prechill
Skrillex, Boys Noize, Opus III;Rave
Anis Hachemi, Dj Emir;Africano
Pheelz, BNXN;Africano
Phony Ppl, Megan Thee Stallion;RnB
Saint Paul;Folamour
Angelo Ferreri, Moon Rocket, Bel-Ami;Folamour
Whirlpool Productions;Prechill
Larry Funk;Folamour
Roy Davis Jr., Preven Everett;Prechill
Doug Shorts;Funk
Pras, Ol' Dirty Bastard, Mýa;RnB
Aaliyah, Slick Rick;RnB
Yung Gravy;Hip-Hop
Candi Staton;Soulful House
Sine;Disco
Samim;House
Penya, Msafiri Zawose;Deeper
Kosheen, Marten Lou, Isidoros;Progressive
Sandra;Retro
Amal, DJ Swisha;Beats
Naughty By Nature, Phiness;RnB
Talib Kweli, will.i.am;Hip-Hop
Talib Kweli;Beats
NY's Finest;Folamour
Chaka Khan;Disco
Blue Hawaii;Deeper
bo, DJ Chase, DJ Sue;Prechill
Dr Packer, Kenny Thomas;Nu-Disco
Ed O.G. & Da Bulldogs;Hip-Hop
The Gold Connection;Prechill
Curtis Hairston;Folamour
White Hinterland;Ambient
Chicago Damn;Deeper
DJ Dove;Folamour
Chris Lake, Aatig;Tech-House
Russ, DJ Premier;Hip-Hop
Opus III;Trance
Soopasoul;Funk
Jhene Aiko vs Calvin Harris;BPM Supreme
Kaidi Tatham;Prechill
Doctor Dru, Adana Twins;Folamour
Christine Lewin;Prechill
Dreamhouse;Folamour
Gizelle Smith;Funk
Andrés;Folamour
Mayer Hawthorne;Pop
Dam Swindle, Mark de Clive-Lowe;Folamour
PLUUTO;Eesti-S
Otto Suits;Eesti-S
Kelela;Neo-Soul
Guts;Prechill
Tom Blip;Deeper
Ásgeir;Prechill
John Talabot;Prechill
Rexxie, MohBad, Sho Madjozi;Africano
gameboy tetris, Nublu;Eesti-S
Põhjamaade Hirm, Otto Suits;Eesti-S
Dilated Peoples;Hip-Hop
Andruss, Many Malon;Tech-House
Knxwledge feat. Quelle Chris;Beats
Lana Del Rey;BPM Supreme
Guru, MC Solaar;Hip-Hop
Patrick Prins;Folamour
Project Pat, Namond Lumpkin, Edgar Fletcher;Hip-Hop
Finn, FoX;Deeper
Koffee;Africano
Kisch, Leela D;House
Antonio Ocasio, Earl Green;Prechill
Firefly;Folamour
MFSB;Folamour
Ariana Grande, The Weeknd;Pop
Tekkla;Africano
Essel;Nu-Disco
Melba Moore;Disco
Coco Bryce;Drum&Bass
Kassady;Folamour
Shaggy, Samantha Cole;RnB
Karri Koira;Hip-Hop
Cool D;Eesti-S
Karl Killing;Prechill
DJ Koze, Matthew Dear;Ambient
S!RENE;Africano
Mark Bale;Tech-House
Nu Genea, Celia Kameni;Folamour
Mary J. Blige vs Sexyy Red & Bruno Mars;BPM Supreme
SculpturedMusic;Prechill
MC Serch ft Tone, Chubb Rock & Nas;BPM Supreme
Jeru The Damaja;Hip-Hop
Jansons, Dope Earth Alien;House
Art Of Noise;Ambient
DJ Anonymous, Top Billin;Neo-Soul
Cookin' On 3 Burners, Mantra, Jane Tyrrell;Prechill
Sophie Ellis-Bextor, PNAU;Nu-Disco
Joey Negro, Dave Lee;Soulful House
JBroadway, Black Eyed Peas;Jersey Club
Andy Blakk;Neo-Soul
Limp Bizkit;Hip-Hop
The Notorious B.I.G., Avery Storm, Diddy, Jagged Edge, Nelly;RnB
DJ Swisha, OSSX;Deeper
49th & Main;Prechill
justICE, Tame Impala, KAYTRANADA;Neo-Soul
justICE, Tame Impala, Rampa, Keinemusik;Africano
Marco Polo, Masta Ace;Hip-Hop
FS Green, Aïcha Gill;Neo-Soul
Deborah Washington;Disco
Wealstarcks;Africano
Heavy D & The Boyz;Hip-Hop
Ice-T;Hip-Hop
Silvano Del Gado;Afro House
Spycc;Neo-Soul
Jon Secada;Utility
Charli xcx, Tove Lo, ALMA;Mainstream Dance
giacca., Flores [US];Nu-Disco
Friendly Fires;Prechill
Boston Bun;Folamour
Eddie Murphy;Disco
Kendrick Lamar, Az Chike;Hip-Hop
Brainstory;Ambient
Francesco Tristano;Deeper
Klaus Veen;Neo-Soul
Ginuwine;RnB
Gram-Of-Fun, Sammalhabe, Nublu;Eesti-S
Inja, Cleveland Watkiss;Drum&Bass
Big Boss Vette, Coi Leray;RnB
Mijangos;Prechill
DJ Dave;Reggaeton
Todd Terry;House
Mitekiss, Kublai;Drum&Bass
DJ Cam Quartet;Beats
Janeret;House
Hannah Wants, Chris Lorenzo;Tech-House
Kornél Kovács, Rebecca & Fiona;Deeper
Calvin Harris, Future, Khalid;Pop
S-Type;Beats
Ariel Pink's Haunted Graffiti;Prechill
Tõnis Mägi, Music Seif;Eesti-S
Rune Sibiya;Folamour
Ludacris, Sleepy Brown;RnB
Seamus Haji, Big Bang Theory;Folamour
Little Simz, Cleo Sol;Hip-Hop
Soul Legend;Neo-Soul
Billy Kenny, Wongo;Folamour
MIDNIGHT PHUNK, Jamilah Barry, AirBorn Gav;Prechill
DJ Tonka;House
Rick Wade;Prechill
Playboi Carti, Lil Uzi Vert;Hip-Hop
Yazoo;Folamour
Full Intention;Folamour
Calvin Harris, Frank Ocean, Migos;Prechill
Unrealistic Sounds;Utility
Jean Liannen;Folamour
DjeuhDjoah, Lieutenant Nicholson;Neo-Soul
Basstrologe;EDM
Rockwell;Disco
Stro Elliot;Beats
Jesse Perez;Folamour
The Gift Of Gab;Hip-Hop
Edward Maya, Vika Jigulina;Utility
Paul Stephan;Hip-Hop
Iglesias;Tech-House
Despa;Deeper
Vybz Kartel;Reggae
Eric Roberson, Chubb Rock;Prechill
Mele;Folamour
Ghost Mutt;Beats
SuperShy, Vula;Folamour
Jack Ü, Skrillex, Diplo, Kiesza;EDM
DJ Snake, Selena Gomez, Ozuna, Cardi B;Reggaeton
Maeta, Buddy;Neo-Soul
Lindstrøm;Deeper
Sweatson Klank;Prechill
James Mac, Vall;Afro House
Brandy and Monica;RnB
Roger Sanchez;House
The Elder Statesman;Prechill
Mau P;Tech-House
Carl Craig, Francesco Tristano, Les Siècles, François-Xavier Roth, Henrik Schwarz;Deeper
Carl Craig, Francesco Tristano, Les Siècles, François-Xavier Roth;Deeper
common, Dwele;Hip-Hop
Dafro;Africano
Joy Orbison;Deeper
Aged In Harmony;Prechill
AYLØ, Lmbskn;Neo-Soul
Sisqó, M.C. Alastair;Neo-Soul
Evidence;Hip-Hop
Kaskade, Madge;Tech-House
Artwork Sounds, V.Underground, Nutownsoul;Folamour
Anderson .Paak, Kendrick Lamar;Neo-Soul
SAN HANI;Eesti-S
Tiwa Savage;BPM Supreme
Luude, Bru-C, Kevin Lyttle;Drum&Bass
DJ Python;Beats
Tommyboy EST;Eesti-S
Kino Todo, Sparrow & Barbossa, Sima Noon;Afro House
Kevin Lyttle;Reggae
RNNT;Afro House
Terrence Parker, Merachka;Folamour
Mobi Dixon, Nokwazi;Afro House
The Alchemist, Wiz Khalifa;Hip-Hop
STEPA, Are;Hip-Hop
Sip€lga14, Genka;Eesti-S
Wu-Tang Clan, U-God, Raekwon, Ghostface Killah, RZA, Method Man, Inspectah Deck, Masta Killa, GZA;Hip-Hop
Nublu, Mikael Gabriel;Eesti-S
Beebilõust;Eesti-S
Jermaine Stewart;Retro
Jamie Jones, Jazzy;Folamour
The Doobie Brothers;Retro
Raheem DeVaughn, Apollo Brown;Prechill
AceMo;Deeper
T.I.;RnB
The Game;RnB
Al Hudson And The Partners;Funk
Rockin Moroccin;Afro House
EPMD;Hip-Hop
Leo Sayer;Disco
Barry White;Disco
Viken Arman;Deeper
Kirtana Rasa;Eesti-S
Robert Linna;Eesti-S
Mr. YT;
D'julz;
The Dramatics;
Tensnake, Fiora;Ambient
Vanessa Carlton;90/00s
Daniel Orpi;Folamour
Matthew Dear, Tegan and Sara;Pop
Pete Tong, The Heritage Orchestra, Jules Buckley;Electronic
KC & The Sunshine Band;Disco
Palos Azules;House
Tom Jones, The Cardigans;Retro
Kate Bush;Retro
DJ Smallz 732;Jersey Club
Memphis Bleek, JAY Z;Hip-Hop
Micky More & Andy Tee, Angela Johnson;Soulful House
Morrissey;Retro
Pete Campbell;Retro
Kindness;Ambient
Giovanni Damico;Prechill
Liis Lemsalu;Eesti-S
Cam'ron;Hip-Hop
Golden Girls;Deeper
The Magician, A-Trak, Griff Clawson;House
Eclipse;Folamour
DJ Call Me, Double Trouble, Liza Miro, Mr Brown;Africano
Guns N' Roses;Retro
La Felix, sour, Wes Whelan;EDM
Whigfield;90/00s
BAG RAIDERS;Folamour
Peter Gabriel;Retro
Red Axes;Deeper
TELL;Prechill
DJ Premier, Bumpy Knuckles;Hip-Hop
Roger S.;Folamour
YAZZ;Disco
Rich boy, Polow Da Don;Hip-Hop
Rico Nasty;Hip-Hop
Artful Dodger, Melanie Blatt;90/00s
Yungeen Ace, Spinabenz, FastMoney Goon, Whoppa Wit Da Choppa;Hip-Hop
Burna Boy;Africano
Rihanna, Drake;RnB
Black Legend;House
50 Cent, Nate Dogg;Hip-Hop
Sevyn Streeter;RnB
Kaytranada;BPM Supreme
50 Cent vs Wiley;BPM Supreme
Souls Of Mischief;Hip-Hop
Trio Ternura;Brazil
unfazed;Afro House
Lil Wayne;RnB
Todd Rundgren;Funk
European 305;Africano
Fango;Deeper
Jünger;Neo-Soul
Merca Bae, Nick León;Beats
Wyld Dogz, Dance Fruits Music, MELON;EDM
Kanye West, Syleena Johnson;RnB
Cleptomaniacs;Neo-Soul
eXample;Tech-House
Maurice Edafe;Africano
Armani White;BPM Supreme
Asake & Wizkid;BPM Supreme
Kooley High;Hip-Hop
Austin Millz ft Anishka;BPM Supreme
Benito Bazar, Tinuade;Deeper
Fatso 98;Africano
Paradisio;90/00s
Winston Surfshirt;Prechill
Diddy, Mase, The Notorious B.I.G.;RnB
Diddy;Utility
Panjabi MC, JAY Z;Hip-Hop
Beyonce;BPM Supreme
Foxy Brown, Dru Hill;RnB
Knife Party;EDM
LION BABE;House
Beyoncé, Terry Hunter;House
Q-Tip;Hip-Hop
Mos Def, Faith Evans;Hip-Hop
Sade, Red Hot Org;Prechill
Angel Manuel VS. Mr. Fingers;House
Loft;Folamour
Tanya Saint-Val;Brazil
Ice Cube, Das EFX;Hip-Hop
architecture in tokyo, Macross 82-99;Folamour
Fivio Foreign, Kanye West, Alicia Keys;RnB
Celi Bee, The Buzzy Bunch;Disco
Coi Leray;BPM Supreme
Coi Leray ft Busta Rhymes;BPM Supreme
Coi Leray ft Tokischa;BPM Supreme
you lost;Beats
The Jets;Disco
The Sunchasers;Soulful House
Jafunk;Prechill
Debarge;BPM Supreme
Sub Focus, Dimension;EDM
Stephane deschezeaux;Folamour
Hitty;Tech-House
Nytron, Zmark;Nu-Disco
lifelike, Kris Menace;Electronic
DJ Turbulence;BPM Supreme
Tony Moahlodi, Tlou Cleopas Monyepao;Africano
Al-Dos Band;Funk
IAMNOBODI;Neo-Soul
Kansado;Prechill
Chali 2na, Anthony Hamilton;Hip-Hop
Bobby McFerrin;Utility
Dr. Dre ft Ms. Roq, Knoc-Turn'al & Hittman;BPM Supreme
The Brand New Heavies;Soulful House
Snoop Dogg, Pharrell Williams;RnB
Tiga, Hudson Mohawke;Beats
King Krule;Prechill
Karri Koira, Heikki Kuula, Ruudolf;Hip-Hop
Ross from Friends;Deeper
Code 718;Deeper
Panache;Funk
Cody Currie, Stee Downes;Prechill
N.W.A;Hip-Hop
Norra;Mainstream Dance
SoulMates™;Beats
Project Pablo, Patrick Holland;Prechill
Chez Damier, Stacey Pullen;Deeper
Ruff Sqwad;Beats
Matrix (US);Folamour
Technotronic;90/00s
Osunlade;Prechill
Myke Towers;RnB
Timbaland, Justin Timberlake, Nelly Furtado;RnB
Matt Sassari;Tech-House
Kanye West, Jamie Foxx;RnB
Alter Light, Micaele;Progressive
Three Drives On A Vinyl;Folamour
DJ Nu-Mark, Lonely Boy;Prechill
Deee-Lite;90/00s
Childish Gambino, Khruangbin;Prechill
Kindness, Jazmine Sullivan;Prechill
Fuzz;Tech-House
50 Cent, The Game, Tony Yayo, Young Buck, Lloyd Banks;RnB
RIVIIERA, Rhum G;EDM
Sugar Hill;Nu-Disco
Onra;Folamour
Gettomasa & Ruuben, Stepa;Hip-Hop
James Fox;Folamour
Rick Ross;Hip-Hop
ANTONIO;Neo-Soul
Mark Ronson, Keyone Starr;Neo-Soul
Delano Smith;Prechill
Bodyrockers;90/00s
Karriem;Disco
Aloe Blacc;Prechill
U.K. the Joker;Prechill
Chambray;House
Rappin' 4-Tay;Hip-Hop
Ice Cube ft Mack 10 & Ms. Toi;BPM Supreme
Obskϋr;Tech-House
J Balvin, Skrillex;Tech-House
La Roux;Electronic
Holo;Deeper
Celsius;House
SnoW;90/00s
Photay;Prechill
Detroit Spinners;Funk
Jennifer Lopez, Jadakiss, Styles P;RnB
Drake, Future;Hip-Hop
Aksim, Karri Koira;Hip-Hop
2Pac;Hip-Hop
DEW8;Eesti-S
Teeze, Loraxx, Lechani;Hip-Hop
Augustus Pablo;Reggae
M_ROCK;Prechill
Kid Frost;Hip-Hop
Lady Gaga;BPM Supreme
GQ;Hip-Hop
Terror Squad, Fat Joe, Remy Ma;RnB
Nite-Funk;Prechill
Julio Bashmore, bixby;House
Jaden Bojsen, Sami Brielle;House
The Godfathers of Deep House SA;House
Marquis Hawkes;Deeper
Dr. Dre, Hittman;Hip-Hop
Floyd TMI;Folamour
DJ Marky, XRS, Stamina MC;Drum&Bass
DJ Marky, XRS, Stamina MC, Marcus Intalex, ST Files;Drum&Bass
Hurlee;Folamour
Ji Ben Gong, Kalum;Drum&Bass
The Alchemist, Earl Sweatshirt;Hip-Hop
Ross Evans;Deeper
OOFT!;Prechill
Ricardo Volilobe;Nu-Disco
Kollektiv Ost;Progressive
Booker Newberry III;Disco
Miami Horror, Forrest Mortifee;Prechill
Põhjamaade Hirm;Eesti-S
Los Del Río;90/00s
M3B8;Reggaeton
Toby Romeo, Roger Sanchez;Afro House
KAASI;Mainstream Dance
Kanye West, Big Sean, Pusha T, 2 Chainz;Hip-Hop
Moonlight Beatz;Africano
Bukka & Molinari;Nu-Disco
The Notorious B.I.G., Mase, Diddy;RnB
Rexxie;Africano
Lynda Dawn;Neo-Soul
Adam Port, Stryv, Keinemusik, oRSo, Malachiii;Afro House
DJ Koze, Eddie Fummler;Ambient
Panjabi MC;Funk
Yolanda Be Cool;Folamour
NCHR;Tech-House
AFTA-1;Beats
Jimmix, ANDII PANTY;Neo-Soul
Von Pea, Josie Stingray, Rapsody;Hip-Hop
Steve Murphy;Deeper
Metronomy, Pan Amsterdam;Prechill
Ari Lennox;Prechill
Mauro Novani;House
Benga, Coki;Beats
Persian Empire;Beats
Ruben Mandolini, Catsinka;Tech-House
Sam Robs, Kelvin Wood;Tech-House
Joy Jenkins;Deeper
Oni Ayhun, Olof Dreijer;Ambient
Cam'ron, Juelz Santana;RnB
DJ Nu-Mark, Ernie Hines;Prechill
Joel Corry, Jax Jones, Charli xcx, Saweetie;Mainstream Dance
Wade;Tech-House
J Balvin, Tokischa;Reggaeton
Sharam Jey, Sirus Hood;House
Stereolab;Retro
David Guetta, Ne-Yo, Akon;EDM
Coi Leray, David Guetta;EDM
Corine;Electronic
PAIGE, Iza Sabino, Vhoor;Neo-Soul
Kendrick Lamar, Drake;Hip-Hop
Wale, J. Cole, Cool & Dre;RnB
Jesse Rose, Avon Stringer;House
Skrillex, Hamdi, Taichu, Contra, OFFAIAH;Rave
Kabza De Small, DJ Maphorisa, Mlindo The Vocalist;Africano
Coati Mundi;Brazil
DJ Naughty, Roska;Beats
Paul Hardcastle;Prechill
TURNO, Skepsis, Charlotte Plank;Drum&Bass
Blue Boy;House
Don Diablo, QOBRA;House
Nas, lake;Hip-Hop
Riton, Kah-Lo;House
V-Lake;Afro House
Sidney Samson;Trance
D'Influence;Soulful House
Patra, Yo-Yo;Reggae
Anish Kumar;Folamour
Lazywax, Late Nite Tuff Guy;Prechill
Bob Sinclar;House
The Hours;Folamour
Nina Simone;Prechill
Wildcookie, Anthony Mills, Freddie Cruger;Prechill
The Blessed Madonna;Folamour
Tom Jones, Mousse T.;Retro
The Moments;Funk
Praise Cats, Andrea Love;Nu-Disco
The Hacker;Rave
Flume, Toro Y Moi;Rave
Stakev, Kabza De Small;Africano
Stormzy;Hip-Hop
p-rallel;Prechill
Sisqo vs Rico Nasty;BPM Supreme
Atlantic Connection;Drum&Bass
Morenas;Deeper
Myd;Folamour
Kraak & Smaak, Ben Westbeech;Prechill
Shifty;90/00s
Hypaphonik;Deeper
YOUniverse (IT), Beltran;Tech-House
C.L. SMOOTH, Pete Rock, PETE ROCK & C.L. SMOOTH;Hip-Hop
common, Karriem Riggins, Patrick Warren;Prechill
Nick Holder;Prechill
Snövit, Greymane;Hip-Hop
Calvin Harris, Florence Welch;EDM
Mr. Oizo, Phra, Crookers;Prechill
Glamma Kid, Shola Ama;Neo-Soul
Trick Daddy;Utility
An-Marlen, boipepperoni;Eesti-S
Millie B;Neo-Soul
Eric Faria, Deep Wolf;Nu-Disco
Womack & Womack;Disco
Lil Till, marp$, Väike PD;Eesti-S
Acraze;Tech-House
Tiësto;EDM
pAris;Hip-Hop
Paul SG, Undersound;Drum&Bass
Stacy Kidd;Folamour
Don Diablo;Mainstream Dance
Tito Wun;Folamour
Positive K;Hip-Hop
Jason Hersco;Soulful House
Macklemore, Ryan Lewis, Wanz, Macklemore & Ryan Lewis;Mainstream Dance
Timbaland ft Keri Hilson & D.O.E. vs Mut4y;BPM Supreme
Oyadi;Mainstream Dance
Jack Peñate;Prechill
Treb (US);BPM Supreme
Aaliyah;RnB
The Glimmers;House
emf;90/00s
Unfazed;BPM Supreme
French Montana, Swae Lee;RnB
DJ Sneak, Demuir;Folamour
Carol Cool;Reggae
The Fort Knox Five;Folamour
Origin Unknown;Drum&Bass
Big Daddy Kane;Hip-Hop
Debra Laws;Funk
Klaus Layer, Rick Flair;Neo-Soul
Blaccmass, Freddie Wahter;Prechill
DJ Cam, Afu-Ra;Hip-Hop
Desireless;Retro
Nadg, Seanizzle;Hip-Hop
Yves V, Afrojack, Icona Pop;Mainstream Dance
Kiko Navarro, John Beltran;Prechill
Warp Brothers;Rave
Samo;Nu-Disco
Kmd, MF DOOM;Hip-Hop
Madlib, Liberation, Talib Kweli;Hip-Hop
Tina Turner;Nu-Disco
Warren G., Adina Howard;Hip-Hop
Kygo, Tina Turner;Nu-Disco
TXKA;Neo-Soul
Bauhouse;Folamour
4th Sign, Joss Moog, Around7;Prechill
Kevin McKay, Denise Belfon, Pupa Nas T;Tech-House
Kevin McKay, Pupa Nas T, Denise Belfon, CVMPANILE, Draxx (ITA);House
DJ Premier, Russ;Prechill
Bob Sinclar, Fisher, Steve Edwards;Mainstream Dance
Girl Unit, Kelela;Neo-Soul
Ice Cube, Mack 10, Ms. Toi;Hip-Hop
Dave + Sam, LATASHÁ;Neo-Soul
Pages;Retro
Vrdnyn;
Ryan Murgatroyd;
Ollie BC;
Smash Mouth;90/00s
Chris Brown, Tyga;RnB
Amy Grant;Retro
Dombresky, Discrete;House
Janet Jackson, Nelly;RnB
50 Cent, Olivia Longott;RnB
Phairo;Prechill
Erki Pärnoja;Prechill
DJ Oji, Tracy Hamlin;Neo-Soul
Boundary;Deeper
Niko The Kid;Tech-House
rAHHH;Prechill
Daft Punk, Panda Bear;Electronic
Eddie C;Prechill
DJ Matpat;Prechill
A Man Called Adam;Ambient
Armand Van Helden, Roland Clark;Folamour
MATTN, Stavros Martina, Kevin D;Mainstream Dance
Nicone;Deeper
Kenton Slash Demon;Deeper
Tinlicker;Folamour
Peshay, Steppa;Drum&Bass
Whitney Houston, Clean Bandit;EDM
benny blanco, Calvin Harris;Mainstream Dance
Nora Van Elken;EDM
Todd Terje, Bryan Ferry;Ambient
Kalle Kukk, Astra;Eesti-S
brando;EDM
KH;Deeper
Alan Braxe, Fred Falke;Prechill
DJ Kent, Dominic Neill;Mainstream Dance
Suzanne Vega;Retro
RAC;Prechill
Retro/Grade;House
boipepperoni;Eesti-S
DJ Technics;Beats
Calvin Harris, 21 Savage;Hip-Hop
Alex Newell;EDM
Starship;Retro
RCola;Drum&Bass
Coco & Breezy, Sam White;Mainstream Dance
Big Sean, Kanye West, John Legend;RnB
Al Charles;Reggae
Blood Diamonds, Grimes;Electronic
Meynberg;Mainstream Dance
Gibson Brothers;Disco
Redondo, MALARKEY;House
dennisivnvc;Prechill
Mint Royale, Posdnuos;Prechill
Utah Saints;Electronic
SOUL CENTRAL;Folamour
LMC, U2;Mainstream Dance
DJ Sammy, Loona, Mel;90/00s
Drake, Sampha;RnB
Lieminen;Hip-Hop
Omar S, Supercoolwicked;Prechill
David Guetta, Kelly Rowland;EDM
Bon Iver;Ambient
All Saints, Tourist;
Apparel Wax;Deeper
Amerie;RnB
Killertunes;Africano
Kirot, Beebilõust;Eesti-S
Nicolas Duque;Neo-Soul
50 Cent ft Olivia;BPM Supreme
Wilfy D;Neo-Soul
DJ Luck, MC Neat;Beats
WBEEZA;Deeper
Marmormaze;Eesti-S
V.F.M.style;Rave
Moguai;Rave
Stupid F, HasH;Eesti-S
Bibi Tanga, The Selenites;Prechill
Carlos do Complexo;Folamour
David Morales, Romina Johnson;Soulful House
DJ Spinn;Beats
Yadava;Prechill
Mona Carita;Utility
dialE;Neo-Soul
Tomi Dj;Reggaeton
Nick León;Reggaeton
DJ Max;Reggaeton
Duck Sauce;Mainstream Dance
DJ Premier, Nas;Hip-Hop
Michael Jackson, Fergie;RnB
JNL;Electronic
DJ T.;Progressive
Paleman;Beats
SPAWN OF HELL;Rave
Wolf Story;Progressive
Kid Ink, Wiz Khalifa;RnB
Inner City, Thuto The Human, 2woBunnies, Jay Music;Afro House
Kendrick Lamar, Travis Scott;Hip-Hop
Leonardo Das Cabrio;House
Midland;Deeper
The Foreign Exchange;Prechill
DJ Jazzy Jeff, The Fresh Prince;90/00s
Beyoncé, will.i.am;Neo-Soul
Gaussian Curve;Ambient
Jai Paul;Ambient
Buy Now, Sebastian Ingrosso & Steve Angello ft PARISI;BPM Supreme
JohNick;Folamour
The Alchemist, Styles P., Evidence;Hip-Hop
Round Table Knights, Bauchamp;Tech-House
Kenny 'Jammin' Jason;Deeper
Sneaky Sound System;House
MED;Hip-Hop
Drake, 21 Savage;RnB
City Girls;BPM Supreme
DJ T., Cari Golden;House
Nujabes, Pase Rock, Substantial;Prechill
DENSE, pika;Deeper
The Boss;Deeper
A-Trak;House
Marco Ferry, Thomas Menegazzi, Christian Heß, Cire;Nu-Disco
The Gibson Brothers;Disco
Remoda, Catchment;Neo-Soul
Dj Counselling;Deeper
SiR;Prechill
Sylvester;Folamour
Kenny Loggins;Retro
apple;Beats
FBC, Vhoor, Djair Voz Cristalina;Beats
Primitive Instinct;Drum&Bass
Flying Lotus;Beats
Paleface;Neo-Soul
Cloud 9;Soulful House
Central Cee;Hip-Hop
Gino Strike, Earl W. Green;Africano
Julie McDermott;Folamour
Awesome 3;Folamour
Yarbrough & Peoples;Disco
CamelPhat, Ali Love;Tech-House
PEZNT;Folamour
Christian Rich, Little Dragon, VIC MENSA;Hip-Hop
JAY Z, Alicia Keys;RnB
Souldynamic;Folamour
Ghostbusterz;Tech-House
Dubshape, Aninha;Progressive
Snoop Dogg, Kanye West, John Legend;Hip-Hop
Theo Parrish;Folamour
Kool G Rap, Nas;Hip-Hop
Pejzaż;Beats
Weiss (UK);Nu-Disco
Louie Vega, Honey Dijon;Deeper
David Marston, Brigitte Zozula, Frano;Prechill
Sworn Virgins;Folamour
FMMB;Eesti-S
FKA Twigs & North West;BPM Supreme
Crackazat;Nu-Disco
DJ Khaled, Drake;RnB
Kaytronik;Beats
Cherrelle;Disco
Liv East;Prechill
Tech Support;Folamour
Nickodemus, The Illustrious Blacks;Deeper
Freddie Gibbs, Madlib, El Michels Affair;Prechill
Makito;Nu-Disco
Saweetie, Raedio;RnB
The Budos Band;Prechill
Sally C;House
5MIINUST, Paul Oja, MPI;Eesti-S
Gee Lee;House
Dj Aza, DJ Bekman;Reggaeton
Dominica;Folamour
Future;Hip-Hop
Del Playa;Folamour
Chicken Lips;Prechill
9th Wonder;Beats
Keith Murray;Hip-Hop
Lord Finesse;Hip-Hop
Gwen Stefani;RnB
Fred again.., Henry Wu;Neo-Soul
FYI Chris;Prechill
Unknown Mortal Orchestra;Prechill
Hermitude;Beats
Whitesquare;Deeper
Bob Sinclar, Riva Starr, Mark Broom;House
Blue Hawaii, Salzbauer;Trance
Die Antwoord;Rave
DJ Tonka, Stefan Rio;House
LandLord;Rave
